country_name,year,co2_emissions_metric_tons_per_capita,energy_related_methane_emissions_percent_of_total,energy_use_kg_of_oil_equivalent_per_capita,fertility_rate_total_births_per_woman,fossil_fuel_energy_consumption_percent_of_total,gdp_per_capita_current_usd,life_expectancy_at_birth_total_years,literacy_rate_adult_total_percent_of_people_ages_15_and_above,mortality_rate_infant_per_1_000_live_births,population_total,renewable_energy_consumption_percent_of_total_final_energy_consumption,continent
Afghanistan,1960,0.046056712629903414,,,7.45,,59.773193840985314,32.446,,,8996973,,Asia
Afghanistan,1961,0.05358883505045581,,,7.45,,59.860873879077886,32.962,,236.5,9169410,,Asia
Afghanistan,1962,0.07372083083238187,,,7.45,,58.4580149495439,33.471,,232.6,9351441,,Asia
Afghanistan,1963,0.07416072482986585,,,7.45,,78.70638754078018,33.971,,228.9,9543205,,Asia
Afghanistan,1964,0.08617361436855277,,,7.45,,82.09523071318323,34.463,,225.1,9744781,,Asia
Afghanistan,1965,0.10128491249779034,,,7.45,,101.10830485337733,34.948,,221.4,9956320,,Asia
Afghanistan,1966,0.10739888092545179,,,7.45,,137.5943520531109,35.43,,217.7,10174836,,Asia
Afghanistan,1967,0.12340953195243891,,,7.45,,160.8985888724379,35.914,,213.9,10399926,,Asia
Afghanistan,1968,0.11514249751082606,,,7.45,,129.1083231025958,36.403,,210.1,10637063,,Asia
Afghanistan,1969,0.0865098566374047,,,7.45,,129.32971287662076,36.9,,206.3,10893776,,Asia
Afghanistan,1970,0.14965147442525903,11.435282747626005,,7.45,,156.51893944298158,37.409,,202.6,11173642,,Asia
Afghanistan,1971,0.16520832089735954,11.555450266649256,,7.45,,159.56757852188835,37.93,,198.8,11475445,,Asia
Afghanistan,1972,0.12999559417752962,13.76351953888461,,7.45,,135.31730831433026,38.461,,195,11791215,,Asia
Afghanistan,1973,0.1353665875434585,12.476322914840178,,7.45,,143.1446495000806,39.003,,191,12108963,,Asia
Afghanistan,1974,0.15450324056731074,13.059158451675348,,7.45,,173.6537646391694,39.558,,187.2,12412950,,Asia
Afghanistan,1975,0.16761235574301214,12.392622694334818,,7.45,,186.5108971402012,40.128,,183.2,12689160,,Asia
Afghanistan,1976,0.15355788604779397,11.369805475642924,,7.45,,197.44550755114457,40.715,,179.3,12943093,,Asia
Afghanistan,1977,0.18152216644272026,11.983379035671973,,7.449,,224.22479728113353,41.32,,175.4,13171306,,Asia
Afghanistan,1978,0.16189423168743916,11.571526395617752,,7.449,,247.35410634703786,41.944,,171.2,13341198,,Asia
Afghanistan,1979,0.16706641147423437,11.179070946794434,,7.449,,275.7381976192616,42.585,18.15768,167,13411056,,Asia
Afghanistan,1980,0.13178291845827103,13.43021550677975,,7.449,,272.6552856502319,43.244,,162.7,13356511,,Asia
Afghanistan,1981,0.15061465616402714,13.055030295831985,,7.449,,264.11131745306074,43.923,,158.4,13171673,,Asia
Afghanistan,1982,0.16310393425886593,13.01840320862549,,7.45,,,44.617,,154.1,12882528,,Asia
Afghanistan,1983,0.20122430455911877,13.946001902416057,,7.452,,,45.324,,149.8,12537730,,Asia
Afghanistan,1984,0.23196134605760008,15.808173134760578,,7.455,,,46.04,,145.7,12204292,,Asia
Afghanistan,1985,0.29395693222969477,15.98521884192462,,7.458,,,46.761,,141.6,11938208,,Asia
Afghanistan,1986,0.2677719042969607,17.789143015812805,,7.46,,,47.486,,137.5,11736179,,Asia
Afghanistan,1987,0.26922959594930745,13.32270950414927,,7.461,,,48.211,,133.3,11604534,,Asia
Afghanistan,1988,0.2468232712931351,14.099396692170691,,7.461,,,48.93,,129.2,11618005,,Asia
Afghanistan,1989,0.23388219458336285,9.843729691221554,,7.461,,,49.64,,125.1,11868877,,Asia
Afghanistan,1990,0.21064341941885426,10.730175084592402,,7.466,,,50.331,,121.1,12412308,15.9245316828932,Asia
Afghanistan,1991,0.18336355235879465,11.692353706232815,,7.479,,,50.999,,117.3,13299017,17.0364435282942,Asia
Afghanistan,1992,0.09619658106087269,7.239429737919815,,7.502,,,51.641,,113.7,14485546,26.5216286544368,Asia
Afghanistan,1993,0.0850871075160703,7.4649073090290745,,7.535,,,52.256,,110.4,15816603,30.5856670489932,Asia
Afghanistan,1994,0.07580649421251581,7.370873282436731,,7.572,,,52.842,,107.1,17075727,32.7962505504008,Asia
Afghanistan,1995,0.06863986215408971,7.155595009514168,,7.606,,,53.398,,104,18110657,35.0756402917937,Asia
Afghanistan,1996,0.0624346107290676,6.7006808133280416,,7.629,,,53.924,,101.1,18853437,37.9457475001443,Asia
Afghanistan,1997,0.05664234452986461,6.523964065816014,,7.632,,,54.424,,98.4,19357126,41.4326008731029,Asia
Afghanistan,1998,0.0527632181252538,6.474833069560412,,7.61,,,54.906,,95.7,19737765,44.0943368543633,Asia
Afghanistan,1999,0.04072253991949965,6.324854697248579,,7.561,,,55.376,,93.1,20170844,52.1857743728053,Asia
Afghanistan,2000,0.03723478104113132,6.9870957495348,,7.485,,,55.841,,90.6,20779953,54.2431263698384,Asia
Afghanistan,2001,0.03784613570387506,7.497991900777018,,7.387,,,56.308,,88,21606988,54.0550550388989,Asia
Afghanistan,2002,0.04737732386993894,7.287866268105109,,7.272,,179.42649446762417,56.784,,85.4,22600770,43.7711485658802,Asia
Afghanistan,2003,0.05048133575830044,7.311322390873129,,7.148,,190.68400878606352,57.271,,82.8,23680871,42.2761408803626,Asia
Afghanistan,2004,0.03841004317441029,7.522409090188059,,7.016,,211.381969507195,57.772,,80.1,24726684,49.8431476956196,Asia
Afghanistan,2005,0.05174396456388149,7.722582609635957,,6.875,,242.03137917335133,58.29,,77.4,25654277,40.8591712168299,Asia
Afghanistan,2006,0.0624275315344817,7.900403882295186,,6.722,,263.73373467891076,58.826,,74.7,26433049,37.1372494911803,Asia
Afghanistan,2007,0.08389280566258911,8.073419205615373,,6.555,,359.6934800305246,59.375,,72,27100536,33.8625788265031,Asia
Afghanistan,2008,0.1517209120924992,8.193643221455412,,6.373,,364.6604653885711,59.93,,69.4,27722276,21.3437080759002,Asia
Afghanistan,2009,0.2383985413110486,,,6.18,,438.07603440694083,60.484,,66.8,28394813,17.8138547564602,Asia
Afghanistan,2010,0.2899876298191428,,,5.977,,543.303041863931,61.028,,64.3,29185507,14.8398059645804,Asia
Afghanistan,2011,0.4064242171132029,,,5.77,,591.1623464508801,61.553,31.74112,61.9,30117413,11.4827062291243,Asia
Afghanistan,2012,0.34514878290355344,,,5.562,,641.8720337854114,62.054,,59.5,31161376,13.9735856888609,Asia
Afghanistan,2013,0.3103410148793652,,,5.359,,637.1650438559802,62.525,,57.3,32269589,16.3342925084743,Asia
Afghanistan,2014,0.2939464071487181,,,5.163,,613.8563328823125,62.966,,55.1,33370794,19.3142686133983,Asia
Albania,1960,1.258194927896569,,,6.489,,,62.283,,,1608800,,Europe
Albania,1961,1.3741860465116278,,,6.401,,,63.301,,,1659800,,Europe
Albania,1962,1.439955963791672,,,6.282,,,64.19,,,1711319,,Europe
Albania,1963,1.1816811441597486,,,6.133,,,64.914,,,1762621,,Europe
Albania,1964,1.1117419596667282,,,5.96,,,65.463,,,1814135,,Europe
Albania,1965,1.1660990427345477,,,5.773,,,65.85,,,1864791,,Europe
Albania,1966,1.3330554645866206,,,5.581,,,66.11,,,1914573,,Europe
Albania,1967,1.3637463001081607,,,5.394,,,66.304,,,1965598,,Europe
Albania,1968,1.5195512769795556,,,5.218,,,66.487,,,2022272,,Europe
Albania,1969,1.5589675720986984,,,5.057,,,66.689,,,2081695,,Europe
Albania,1970,1.7532399054263703,37.624902183526174,,4.91,,,66.935,,,2135479,,Europe
Albania,1971,1.9894979233065477,38.62806492952101,785.1615259343292,4.775,74.6607032875427,,67.237,,,2187853,,Europe
Albania,1972,2.5159143980320318,40.200756387069625,865.5924812070298,4.642,77.1741106583994,,67.582,,,2243126,,Europe
Albania,1973,2.3038974168739155,39.81381780484616,762.7253617282145,4.509,74.36663391922895,,67.953,,,2296752,,Europe
Albania,1974,1.8490066907107883,38.953688674623166,776.9347489749476,4.373,75.39746304958726,,68.343,,,2350124,,Europe
Albania,1975,1.9106336370414387,39.71266536450989,826.9520810402062,4.235,75.74642476416517,,68.736,,,2404831,,Europe
Albania,1976,2.0135845624573423,39.126991036422524,890.953359858712,4.099,76.1939197382069,,69.11,,,2458526,,Europe
Albania,1977,2.2758763913610496,38.36398734815632,923.7288675043146,3.966,75.88187791122108,,69.448,,,2513546,,Europe
Albania,1978,2.5306250404283888,38.076972510513464,1010.8192213901443,3.841,78.02470363692647,,69.742,,75.9,2566266,,Europe
Albania,1979,2.8982085175824883,37.812355468980414,864.1994597055885,3.725,75.01181304752757,,69.991,,70.5,2617832,,Europe
Albania,1980,1.9350583103199592,37.06597437357052,1149.536096036036,3.621,80.9287927914084,,70.208,,65.6,2671997,,Europe
Albania,1981,2.693023914402345,35.63293483529717,989.2001484929141,3.53,78.03791049148656,,70.416,,61,2726056,,Europe
Albania,1982,2.6248567851342433,35.95413611133825,966.683283781289,3.452,77.83653444249799,,70.635,,56.6,2784278,,Europe
Albania,1983,2.683239918986202,35.93290638202972,1000.1220129678336,3.383,78.87594412276876,,70.876,,52.8,2843960,,Europe
Albania,1984,2.694291373622836,36.85960930443061,1018.2631422561888,3.323,81.09747747485775,639.4847358482104,71.134,,49.4,2904429,,Europe
Albania,1985,2.6580153820104275,37.61881063825987,916.5551906021461,3.269,81.43376237594615,639.8659094457344,71.388,,46.2,2964762,,Europe
Albania,1986,2.66535622064854,36.70600878496717,963.9271695060767,3.217,77.05831274025262,693.8734746338873,71.605,,43.4,3022635,,Europe
Albania,1987,2.41406081518223,34.675824257584296,921.8930440182837,3.164,78.63751137101558,674.7933830694916,71.76,,41,3083605,,Europe
Albania,1988,2.33159853051997,33.77677989425831,927.744518727469,3.108,80.38140353344528,652.774321396566,71.843,,38.8,3142336,,Europe
Albania,1989,2.7832430746143904,32.23991445517038,896.437762376845,3.046,79.6938123131685,697.9955965765195,71.86,,36.9,3227943,,Europe
Albania,1990,1.6781066543497694,31.162810105559952,813.2556955000119,2.978,76.59397508005652,617.2304355155054,71.836,,35.2,3286542,25.5180876255371,Europe
Albania,1991,1.3122126001365255,27.39470797640485,572.7818439507895,2.905,69.82499607195118,336.5869945046292,71.803,,33.8,3266790,32.9981742379589,Europe
Albania,1992,0.7747249109111408,24.452233554468698,418.2866297571418,2.829,56.07929064573297,200.852219772323,71.802,,32.5,3247039,46.8133288085849,Europe
Albania,1993,0.7237902919696946,22.39918233466134,412.3788804652329,2.751,53.47897795794464,367.27922507758115,71.86,,31.4,3227287,51.152042295146,Europe
Albania,1994,0.6002037077682059,19.617224756161747,441.2492954093111,2.672,54.84691480319333,586.4163396442615,71.992,,30.2,3207536,51.4595442246242,Europe
Albania,1995,0.6545371330052476,17.173818410065454,417.0348430132029,2.591,49.541641185572324,750.6044491788258,72.205,,29.1,3187784,50.6097095765374,Europe
Albania,1996,0.6366253129307681,17.797770925285757,447.84887026113677,2.507,45.453763744009024,1009.9776675210585,72.495,,27.9,3168033,51.63636055808,Europe
Albania,1997,0.49036505953566406,17.89964353082531,384.5949583280527,2.422,41.449340236683945,717.3805673917342,72.838,,26.7,3148281,55.953349416169,Europe
Albania,1998,0.5602714373843307,18.20316380550626,426.68281908755876,2.334,45.29481829963517,813.790263555599,73.208,,25.4,3128530,49.9833654433978,Europe
Albania,1999,0.9601644118685864,15.804364196987034,576.183632282524,2.246,58.23879385471522,1033.2416930931995,73.587,,24.2,3108778,42.7183134087746,Europe
Albania,2000,0.9781746808946636,14.715464026862929,580.494764208924,2.157,58.71509800553659,1126.683317627406,73.955,,23,3089027,41.4454155743781,Europe
Albania,2001,1.0533041759403798,15.33261955019713,597.2652526507487,2.068,60.95582784156346,1281.6593934307414,74.288,98.71298,21.8,3060173,39.1256637546099,Europe
Albania,2002,1.2295407094699788,16.6317761210083,660.04798411018,1.981,63.23313038499602,1425.1248488836832,74.579,,20.6,3051010,35.8962940284486,Europe
Albania,2003,1.412697195961595,19.262513866454853,648.168387059418,1.897,64.52837122236869,1846.1188133191222,74.828,,19.4,3039616,33.7527288306467,Europe
Albania,2004,1.376212735043554,22.08988096364736,715.4144830801018,1.821,65.57827326143054,2373.5798437199414,75.039,,18.3,3026939,35.935868087458,Europe
Albania,2005,1.4124982110166837,22.24392341169971,719.5843780829867,1.755,66.48668055056278,2673.787282531126,75.228,,17.1,3011487,36.8694891867287,Europe
Albania,2006,1.3025763672216344,23.664745619426512,706.8594077219171,1.704,64.45598990218929,2972.743264621764,75.423,,16,2992547,31.7101954257698,Europe
Albania,2007,1.322334855322377,24.75999216383794,679.8617651010079,1.671,65.1223924710814,3595.037163215138,75.646,,14.9,2970017,32.1009372127814,Europe
Albania,2008,1.4843111388878143,25.7932682267698,710.7484984633467,1.654,63.84717579109021,4370.540086547492,75.912,95.93864,13.9,2947314,35.9129061124767,Europe
Albania,2009,1.4956001993496884,,732.316681804627,1.652,63.42172640051569,4114.140150013954,76.221,,12.9,2927519,37.2166378004051,Europe
Albania,2010,1.5785735839185504,,729.1543727285178,1.66,63.23900374851345,4094.362119244749,76.562,,11.9,2913021,37.1153297675702,Europe
Albania,2011,1.8037147248291423,,764.9686165644646,1.673,61.50276527493236,4437.178067412607,76.914,96.8453,11,2905195,35.9625316031337,Europe
Albania,2012,1.6929083254350004,,687.8962598619984,1.684,57.754081722154694,4247.614278623739,77.252,97.24697,10.2,2900401,40.048299596384,Europe
Albania,2013,1.7492110786116644,,801.3299750059756,1.69,56.395338812823184,4413.081742796396,77.554,,9.5,2895092,41.2889737241069,Europe
Albania,2014,1.9787633120856847,,808.455839595944,1.688,61.42180139426375,4578.666720313331,77.813,,8.9,2889104,38.6895007576277,Europe
Algeria,1960,0.5571203043481368,,,7.524,,246.30876252962042,46.141,,146.5,11057863,,Africa
Algeria,1961,0.5350244024989019,,,7.573,,214.77627351619222,46.599,,146.6,11336339,,Africa
Algeria,1962,0.4878886331191821,,,7.614,,172.24599776635603,47.056,,146.9,11619828,,Africa
Algeria,1963,0.45557372181845024,,,7.646,,226.89998880434246,47.509,,147.4,11912803,,Africa
Algeria,1964,0.46236272851307203,,,7.665,,238.04853202090473,47.958,,147.9,12221675,,Africa
Algeria,1965,0.5256149665939892,,,7.675,,249.8834860588154,48.394,,148.3,12550885,,Africa
Algeria,1966,0.6533888796444322,,,7.676,,235.59811182242677,48.811,,148.6,12902627,,Africa
Algeria,1967,0.6358883214240032,,,7.672,,253.92365075347897,49.21,,148.6,13275026,,Africa
Algeria,1968,0.6631611195979854,,,7.666,,281.92574502438913,49.597,,148.2,13663583,,Africa
Algeria,1969,0.8018950310637629,,,7.656,,302.7523067341036,49.982,,147.1,14061722,,Africa
Algeria,1970,1.0421743956181082,71.57026550525515,,7.643,,336.2248555845466,50.372,,145.5,14464985,,Africa
Algeria,1971,1.2552705206004473,73.98631913278462,232.94800719460738,7.624,98.99981555572425,341.3889873404978,50.773,,143.1,14872250,,Africa
Algeria,1972,1.8546117719558892,80.86775493318649,263.023592191281,7.597,98.77992606034557,442.3518781935044,51.201,,140.2,15285990,,Africa
Algeria,1973,2.43878057203056,84.69938302468543,306.9647815936842,7.558,98.52503845106642,554.7551249292088,51.676,,136.7,15709825,,Africa
Algeria,1974,1.9757581030433726,81.76611998730381,321.16137042329177,7.505,99.03101219853376,817.9883084781808,52.218,,132.5,16149025,,Africa
Algeria,1975,1.928697622134109,79.2207237544525,332.41416169011165,7.434,99.35239357342277,936.7900257691493,52.866,,128.1,16607707,,Africa
Algeria,1976,2.2925992173267145,82.81426465096284,368.7622839573047,7.344,99.36534605677969,1037.6070384405155,53.661,,123.5,17085801,,Africa
Algeria,1977,2.3825306672890894,82.78925138196833,401.0884663875774,7.234,99.58992101867476,1192.7438876576334,54.609,,118.6,17582904,,Africa
Algeria,1978,3.4542462253068207,83.23761550287202,479.6771299239554,7.105,99.66613856136469,1456.4193959721474,55.7,,113.4,18102266,,Africa
Algeria,1979,2.4464607247551524,81.9129046935763,589.8926496214168,6.957,99.70791464053092,1782.6979813791118,56.909,,107.8,18647815,,Africa
Algeria,1980,3.460646099076225,79.79401532100869,582.9499681739329,6.794,99.73035007013218,2202.997364797459,58.198,,101.5,19221665,,Africa
Algeria,1981,2.3425233505080456,77.06362504433692,614.5124612464268,6.617,99.6631747094961,2237.0863249035383,59.519,,94.2,19824301,,Africa
Algeria,1982,1.920016191345365,75.2605867553041,775.8659871347352,6.43,99.70168339444837,2210.3019276016807,60.813,,85.8,20452902,,Africa
Algeria,1983,2.4938597636465953,76.68390771191518,812.6825696768652,6.237,99.84063910895516,2312.655619482511,62.029,,76.6,21101875,,Africa
Algeria,1984,3.2670703227755555,78.25947509270557,780.9847876555208,6.038,99.68269733855126,2467.346421990312,63.13,,67.5,21763575,,Africa
Algeria,1985,3.244824310026141,80.848123541363,791.0374436807665,5.835,99.61791368178756,2582.8795891685595,64.087,,59.4,22431502,,Africa
Algeria,1986,3.3017047284590357,80.49848526007038,867.5986712889303,5.627,99.80951527574734,2757.1305241553837,64.884,,53,23102389,,Africa
Algeria,1987,3.5383181255847704,79.90632192112423,832.5512137400227,5.412,99.75581647313241,2807.330297442222,65.545,49.63088,48.5,23774284,,Africa
Algeria,1988,3.434399506420263,79.68867479466081,854.8527915454874,5.191,99.89831335509169,2417.3766834056046,66.097,,45.3,24443467,,Africa
Algeria,1989,3.1883349484728667,80.11608346193077,825.2599458539906,4.962,99.86297206548169,2215.8475579747783,66.554,,43.2,25106190,,Africa
Algeria,1990,2.98810984286616,78.9642115680056,861.2607564408204,4.726,99.93829643252053,2408.6888148224757,66.938,,41.8,25758869,0.177228302572834,Africa
Algeria,1991,2.9942456347098854,79.81756268146385,888.8753116941554,4.479,,1731.6112744431682,67.27,,40.7,26400479,0.323692176020233,Africa
Algeria,1992,2.96498636282543,81.25918923028294,888.7352846047513,4.223,,1776.0366743807142,67.575,,39.9,27028326,0.289771220945935,Africa
Algeria,1993,2.974812410769258,80.74449564330428,872.3076808953984,3.962,,1807.3285484625833,67.877,,39,27635515,0.476341507213619,Africa
Algeria,1994,3.0629196221675272,80.31522631893851,823.5765268411096,3.702,,1507.8653180362742,68.194,,38.1,28213774,0.403959587292277,Africa
Algeria,1995,3.3136880674224387,81.64365373708279,843.0420840826232,3.448,99.87245928615066,1452.2694448783652,68.54,,37.1,28757785,0.422480314895262,Africa
Algeria,1996,3.3177458249484353,81.81462815064513,802.099506242738,3.208,99.84153489676424,1603.9379206243425,68.919,,36.2,29266405,0.389526170918537,Africa
Algeria,1997,2.9365117058382078,81.95877457560739,808.7593041705742,2.988,99.76407728135015,1619.8062239142055,69.323,,35.5,29742979,0.472147668762875,Africa
Algeria,1998,3.5438765539572836,81.72424936836703,824.5337606499891,2.796,99.71309034826147,1596.0037142984384,69.745,,34.9,30192754,0.54407094201214,Africa
Algeria,1999,3.0057194487118775,81.98229240162213,867.798408837998,2.635,99.74449239646535,1588.2984525177003,70.183,,34.4,30623406,0.51001768957487,Africa
Algeria,2000,2.830379964586957,81.47867121655159,869.6098396265605,2.514,99.81505212536138,1764.8882221337244,70.64,,33.9,31042235,0.427372239562088,Africa
Algeria,2001,2.677772173384086,79.96331817959835,860.0413957814559,2.438,99.77568248318902,1740.5600687027654,71.116,,33.3,31451514,0.427684983581889,Africa
Algeria,2002,2.822388898433843,79.70610488106426,908.2973158245982,2.403,99.74042913660823,1781.7585713226451,71.605,69.8735,32.4,31855109,0.514766169298285,Africa
Algeria,2003,2.8383196560815147,80.78265731306074,953.0582807416912,2.405,99.73160645682086,2103.453105053799,72.101,,31.3,32264157,0.469092389566764,Africa
Algeria,2004,2.7073882814055468,79.98857350982651,952.2679487435568,2.438,99.73793913399972,2609.9456077743725,72.594,,30.1,32692163,0.441740736446853,Africa
Algeria,2005,3.2361682709635833,80.48185417408614,977.9540849269213,2.496,99.6103138329027,3113.101094328136,73.072,,28.8,33149724,0.584727486990107,Africa
Algeria,2006,3.0043651494090455,80.28344049136976,1031.9191741078341,2.569,99.74001862894482,3478.8185432746222,73.521,72.64868,27.5,33641002,0.40872736909712,Africa
Algeria,2007,3.2020673356714195,79.44265625523224,1078.1836330126064,2.649,99.75208390622035,3950.5616074450795,73.936,,26.4,34166972,0.411409249680193,Africa
Algeria,2008,3.1732245516692363,79.35307139575724,1073.2056288792871,2.728,99.82113634600238,4923.540098721707,74.311,75.13605,25.3,34730608,0.298765661995095,Africa
Algeria,2009,3.4357873679373063,,1153.6640710370875,2.799,99.8106194648149,3883.378142847032,74.644,,24.3,35333881,0.311808048810447,Africa
Algeria,2010,3.3125606021882317,,1114.2170284140443,2.86,99.8478347914606,4480.724539001126,74.938,,23.5,35977455,0.258071761617743,Africa
Algeria,2011,3.305571269915064,,1140.6427144550007,2.909,99.88747563257384,5455.741337642622,75.199,,22.9,36661444,0.177339472170288,Africa
Algeria,2012,3.47710809205046,,1229.5474250711277,2.952,99.85891737112256,5592.326098060509,75.436,,22.4,37383887,0.188181413152951,Africa
Algeria,2013,3.525557357798342,,1247.495053242081,2.99,99.91036499530281,5499.581487045721,75.661,,22.1,38140132,0.140451784823769,Africa
Algeria,2014,3.735520147410496,,1327.5355441019758,3.022,99.97791672016054,5493.025589962631,75.878,,21.8,38923687,0.0686404751413344,Africa
American Samoa,1960,,,,,,,,,,20123,,Oceania
American Samoa,1961,,,,,,,,,,20602,,Oceania
American Samoa,1962,,,,,,,,,,21253,,Oceania
American Samoa,1963,,,,,,,,,,22034,,Oceania
American Samoa,1964,,,,,,,,,,22854,,Oceania
American Samoa,1965,,,,,,,,,,23672,,Oceania
American Samoa,1966,,,,,,,,,,24462,,Oceania
American Samoa,1967,,,,,,,,,,25248,,Oceania
American Samoa,1968,,,,,,,,,,25989,,Oceania
American Samoa,1969,,,,,,,,,,26703,,Oceania
American Samoa,1970,,0.013442766291398803,,,,,,,,27363,,Oceania
American Samoa,1971,,0.013336544196558409,,,,,,,,27984,,Oceania
American Samoa,1972,,0.013847066886430566,,,,,,,,28567,,Oceania
American Samoa,1973,,0.013547198085328817,,,,,,,,29100,,Oceania
American Samoa,1974,,0.010759859892798498,,,,,,,,29596,,Oceania
American Samoa,1975,,0.010549690721261329,,,,,,,,30052,,Oceania
American Samoa,1976,,0.010373016572264042,,,,,,,,30456,,Oceania
American Samoa,1977,,0.010096588361157798,,,,,,,,30838,,Oceania
American Samoa,1978,,0.007659883011817646,,,,,,,,31269,,Oceania
American Samoa,1979,,0.03332288647694536,,,,,,,,31845,,Oceania
American Samoa,1980,,0.01761374793746019,,,,,,97.34416,,32646,,Oceania
American Samoa,1981,,0.02980643620315654,,,,,,,,33701,,Oceania
American Samoa,1982,,0.03598124772683423,,,,,,,,34968,,Oceania
American Samoa,1983,,0.03302683079724014,,,,,,,,36412,,Oceania
American Samoa,1984,,0.02689326737936908,,,,,,,,37946,,Oceania
American Samoa,1985,,0.02158833363361245,,,,,,,,39519,,Oceania
American Samoa,1986,,0.01693965579047368,,,,,,,,41119,,Oceania
American Samoa,1987,,0.012806763241354446,,,,,,,,42740,,Oceania
American Samoa,1988,,0.009249246015742535,,,,,,,,44343,,Oceania
American Samoa,1989,,0.007762652269755317,,,,,,,,45894,,Oceania
American Samoa,1990,,0.007698405069489249,,,,,,,,47347,0,Oceania
American Samoa,1991,,0.00696787122913521,,,,,,,,48685,0,Oceania
American Samoa,1992,,0.006302123615669023,,,,,,,,49896,0,Oceania
American Samoa,1993,,0.0056830639067620235,,,,,,,,51020,0,Oceania
American Samoa,1994,,0.005104408611606071,,,,,,,,52095,0,Oceania
American Samoa,1995,,0.00455654332977264,,,,,,,,53161,0,Oceania
American Samoa,1996,,0.0044837414749133095,,,,,,,,54211,0,Oceania
American Samoa,1997,,0.004421740372251963,,,,,,,,55221,0,Oceania
American Samoa,1998,,0.004376194987941978,,,,,,,,56171,0,Oceania
American Samoa,1999,,0.0043328605322589305,,,,,,,,57053,0,Oceania
American Samoa,2000,,0.004293136221471369,,,,,,,,57821,0,Oceania
American Samoa,2001,,0.004243272986325696,,,,,,,,58494,0,Oceania
American Samoa,2002,,0.004195679524348821,,,,8700.067704807041,,,,59080,0,Oceania
American Samoa,2003,,0.004152901341922113,,,,8856.547458994353,,,,59504,0,Oceania
American Samoa,2004,,0.004101770459305497,,,,8578.944722776092,,,,59681,0,Oceania
American Samoa,2005,,0.0040455612831646936,,,,8444.981699741445,,,,59562,0,Oceania
American Samoa,2006,,0.003986173832433625,,,,8391.56106721708,,,,59107,0,Oceania
American Samoa,2007,,0.003890509761808728,,,,8909.449156172364,,,,58365,0,Oceania
American Samoa,2008,,0.003771100733191094,,,,9792.666805816461,,,,57492,0,Oceania
American Samoa,2009,,,,,,11961.258225570276,,,,56683,0,Oceania
American Samoa,2010,,,,,,10271.224522548548,,,,56079,0,Oceania
American Samoa,2011,,,,,,10294.302265105185,,,,55759,0,Oceania
American Samoa,2012,,,,,,11568.793001239514,,,,55667,0.702426574005129,Oceania
American Samoa,2013,,,,,,11505.393714213918,,,,55713,0.70314054045633,Oceania
American Samoa,2014,,,,,,11507.232349303651,,,,55791,0.700882415260351,Oceania
Andorra,1960,,,,,,,,,,13411,,Europe
Andorra,1961,,,,,,,,,,14375,,Europe
Andorra,1962,,,,,,,,,,15370,,Europe
Andorra,1963,,,,,,,,,,16412,,Europe
Andorra,1964,,,,,,,,,,17469,,Europe
Andorra,1965,,,,,,,,,,18549,,Europe
Andorra,1966,,,,,,,,,,19647,,Europe
Andorra,1967,,,,,,,,,,20758,,Europe
Andorra,1968,,,,,,,,,,21890,,Europe
Andorra,1969,,,,,,,,,,23058,,Europe
Andorra,1970,,,,,,3238.556849773285,,,,24276,,Europe
Andorra,1971,,,,,,3498.1736515231987,,,,25559,,Europe
Andorra,1972,,,,,,4217.173581142531,,,,26892,,Europe
Andorra,1973,,,,,,5342.168560442083,,,,28232,,Europe
Andorra,1974,,,,,,6319.739033848371,,,,29520,,Europe
Andorra,1975,,,,,,7169.1010055955585,,,,30705,,Europe
Andorra,1976,,,,,,7152.375133610508,,,,31777,,Europe
Andorra,1977,,,,,,7751.3702157589105,,,,32771,,Europe
Andorra,1978,,,,,,9129.706185180796,,,,33737,,Europe
Andorra,1979,,,,,,11820.84939283253,,,,34818,,Europe
Andorra,1980,,,,,,12377.411645687676,,,,36067,,Europe
Andorra,1981,,,,,,10372.232834745,,,,37500,,Europe
Andorra,1982,,,,,,9610.266308315746,,,,39114,,Europe
Andorra,1983,,,,,,8022.654781281614,,,,40867,,Europe
Andorra,1984,,,,,,7728.906694569428,,,,42706,,Europe
Andorra,1985,,,,,,7774.393829034777,,,12.2,44600,,Europe
Andorra,1986,,,,,,10361.815982025491,,,11.6,46517,,Europe
Andorra,1987,,,,,,12616.167565928967,,,11,48455,,Europe
Andorra,1988,,,,,,14304.356964578456,,,10.4,50434,,Europe
Andorra,1989,,,,,,15166.437850754,,,9.9,52448,,Europe
Andorra,1990,7.4673356693390085,,,,,18878.505969298818,,,9.4,54509,14.2735502072872,Europe
Andorra,1991,7.182456635669037,,,,,19532.540150452485,,,8.9,56671,14.2735502072872,Europe
Andorra,1992,6.912053389485124,,,,,20547.711789789653,,,8.5,58888,14.308754463874,Europe
Andorra,1993,6.736054845746338,,,,,16516.471027220377,,,8.1,60971,13.9189545867614,Europe
Andorra,1994,6.4942004243981035,,,,,16234.809010201207,,,7.7,62677,14.56102441664,Europe
Andorra,1995,6.662051683633517,,,,,18461.064858151207,,,7.3,63850,14.4810480827273,Europe
Andorra,1996,7.065071472964575,,,,,19017.17459022409,,,7,64360,14.1000476048869,Europe
Andorra,1997,7.239712717832325,,,,,18353.059721847323,,,6.7,64327,14.1940024550855,Europe
Andorra,1998,7.660783885753484,,,,,18894.52149632267,,,6.4,64142,14.4586417232136,Europe
